Address,Bedrooms,Bathrooms,Last Update,Tenancy period,Viewed,Rated by,Rating,Subratings,author_name,author_role,comment_body,comment_time,Rent
2/4 Comely Bank Street Edinburgh,1,1,Nov 25 2016,Nov 2011 - Jan 2015,517 times,mairi1234,1.4/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '-5', 'Induction': '0.25', 'Parking': '', 'Safety': '1.5', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '1'}",Mairi1234,Tenant,"The landlady of this property had very little understanding of her responsibility as a landlord and often tried to dodge responsibility and place it on the tennant instead.

The landlady would not fix problems even when she had seen them such as tiles coming away from the bathroom wall and holes in the plaster in the kitchen.  She also tried to threaten me with eviction because I had not hoovered under a bed.

When I insisted the kitchen walls were fixed through the Housing Panel she then raised the rent on me twice in a one month period. After her threat of eviction she then started emailing me repeatedly  and I recieved seven emails from her over one weekend. I sent her a formal letter telling her to stop her harassment.

After this she made me and my daughter homeless three weeks before Christmas.

Since we moved she has also been phoning my daughters school and emailing places she thinks I might work.

I eventually had to report her to the police.",25-11-2016 05:34 PM,£690
"BA3 5RJ, Vobster Inn Annexe, Lower Vobster, Radstock",4,2,Jul 23 2018,Jun 2015 - Jul 2018,917 times,anna_tomkinsyahoo-com,-1.4/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.25', 'Rodents/Insects': '-5', 'Induction': '0', 'Parking': '0.5', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Alex morant,Tenant,Hi,25-10-2020 01:33 PM,
26 Penderyn Way Carleton Road London N7,4,2,Apr 05 2016,Sep 2013 - Sep 2014,686 times,tim_sj,5.3/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Tim_sj,Tenant,"I would not recommend renting this property. We left it in good condition yet the landlord (Manoucher) refused to give us any of our deposit back. We attempted to use the dispute resolution service to get our money back, but the landlord declined and we had to raise a claim using the Small Claims Court.
The landlord was ordered to pay back the whole deposit amount plus court fees and interest. I would thoroughly recommend staying away from this property and landlord.",05-04-2016 02:42 PM,£605
"39A Axminster Road
LONDON
N7 6BP
UNITED KINGDOM",2,2,Mar 03 2021,Jun 2019 - Feb 2021,6 times,review9988,4.7/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '1'}",Review9988,Tenant,"My housemates and I struggled greatly throughout this tenancy. When we moved in the old tenants hadn\'t even moved out yet and the property was filthy, we struggled to get hold on the landlord regarding these issues and when we requested the flat be cleaned professionally he threatened to essentially end our tenancy straight away. I had a broken bed that was never replaced, I ended up having to remove the old bed and buy a new one from my own packet just so I could have a decent nights sleep. 
There have been multiple issues with the flat throughout tenancy, leaks, damp. Builders constantly turned up without any prior warning and let themselves in having being given a key to the property. There were times when I was upstairs and only realised anyone was in the property because I heard drilling from downstairs. We had to constantly chase the landlord for things to be resolved and fixed, getting sporadic and often rude replies. It never felt like there was any genuine care for the property or us as tenants. 
I would strongly warn against renting this property, even if the flat Is done up to a higher standard in the future the attitude from the landlord and property manager will remain the same, and I can safely say, it is not worth the stress, hostility or difficulty. And certainly not worth the rent you will pay.",03-03-2021 07:55 AM,£1712
Flat 6 Mulberry Court 130 Croydon Road Caterham,2,1,Apr 04 2018,Mar 2016 - Mar 2018,636 times,segunakino,6.4/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0.5', 'Landlord/Agents': '0', 'Deposit refund': '1'}",Segunakino,Tenant,"In general, this was a stress free tenancy. The gas and electric are inexpensive - below average quote by electricity provider - and the location is nice and safe. Kept getting the smell of cannabis from potty neighbours though. The boiler kept having issues that meant I needed to manually reset the pressure using a valve underneath it. I started doing this myself after some unfortunate gas man was called out in the wee hours to do this, which takes one minute. In the final months, the kitchen started to show its age, and shelves began to collapse while drawers fell to pieces. Complaints to landlord yielded only a visit to assess the problem, but I imagine this should have been fixed now we have moved out. An out of order drier remained on the property for the entire tenancy, despite complaints and requests to dispose of it, as we didn\'t need it anyway. That said, the landlord repaired radiator issues and replaced a washing machine quickly, and our deposit was also quickly returned.",04-04-2018 04:25 PM,£850
30 Sunnydene Lodge Sunnydene Gardens Wembley,0,0,Jan 28 2015,Jan 2011 - Jan 2015,28 times,shah_harshen,9.8/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.75', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0.5', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",,,,,£0
1 Josephine Road Rotherham,0,0,Aug 25 2015,Jan 2014 - Dec 2014,20 times,MrE2015,8.0/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0', 'Noise Levels': '0.75', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0.5', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",,,,,£0
1 St. Chad's Street London WC1H,0,0,Feb 16 2016,May 2015 - Dec 2015,201 times,wiyarmir,-2.0/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.75', 'Rodents/Insects': '-5', 'Induction': '0', 'Parking': '0.5', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",,,,,£0
16-18 Stirling Road Birmingham,0,0,Sep 03 2015,Sep 2014 - Sep 2015,260 times,Eddie76,1.1/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.75', 'Rodents/Insects': '-5', 'Induction': '0', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0.5', 'Deposit refund': ''}",,,,,£0
"First Floor Flat
92 Devonshire Road
LONDON
W4 2HS
UNITED KINGDOM",3,1,Oct 31 2018,Oct 2017 - Sep 2018,41 times,robert42,0.0/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '-5', 'Induction': '0', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Robert42,Tenant,"The agency - flats4london - is the worst I have used in my now 7 years in London. They were incredibly unprofessional and rude, and I might add bordering on criminal. Please stay away from this agency at all costs.",31-10-2018 08:14 AM,£1650
"30 Oxberry Avenue
LONDON
SW6 5SS
UNITED KINGDOM",2,1,May 04 2020,Aug 2018 - Jul 2020,93 times,tenant_2020,0.9/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.5', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '-2', 'Induction': '0', 'Parking': '', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': ''}",Tenant_2020,Tenant,"We were hugely disappointed with the landlords behaviour and management of the property throughout the tenancy. They remained in breach of our tenancy agreement from day 1 and never made any real efforts to change that. We continually raised issues within the flat i.e. mice, broken dishwasher, suspected damp (raised in fact by another landlord in the building), curtains that didn\'t close, mis-wired elections, broken hob, back doors and windows that did not shut properly leading to security issues and concerns over valid insurance - to name a few. In addition the landlords tried to have the property valued and put on the market without our knowledge by instructing sales negotiators to say they were \'surveyors\' helping the landlord re-mortgage. They then proceeded to agree to only have it on the market for 2-3 months and in fact kept in on for nearly 5 months without engaging with us at all, an on one occasion sending quite rude emails in response to our obvious distress at the situation.",04-05-2020 12:32 PM,£1870
Flat 16 Bromwich House 45 Howson Terrace Richmond Hill Richmond,2,1,Mar 02 2018,Jan 2016 - Mar 2018,1040 times,dmoisset,9.7/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.75', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': ''}",Dmoisset,Tenant,"The letting agency has been ok, I guess average with their ups and downs (especially some problems around arranging viewings when we were leaving). However the management of the place is done directly by the landlord who takes a lot of care of the property and is very responsive and wants to keep the place in top condition, so our overall experience was unusually good. I moved away because of a long commute, but if I worked in the area I\'d go back without hesitation",02-03-2018 11:40 AM,£1700
19 Russell Avenue Bristol,2,1,Jun 22 2017,Aug 2016 - Jun 2017,227 times,scumlordalert,-1.0/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '-2', 'Induction': '0', 'Parking': '0.3', 'Safety': '0', 'Traffic': '0.3', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': ''}",ScumLordAlert,Tenant,"This property is a room to let with a live-in landlord. On viewing the property, all seemed tidy and he seemed pretty decent. 

On moving in, I discovered that the boiler / heating system was faulty - ie there is no hot water on unless the heating is on full blast - the wheezy water tank is in my room. Landlord is aware of this and refuses to fix the issue.

He also claims he has the boiler serviced and annual safety inspections done - but is unable to provide evidence.

There is also regular leaking of water from the bathroom into the electrics into the ceiling below - again, the landlord refuses to fix this and claims this is NOT a safety issue as it doesnt leak all the time and that their is no risk of an electrical fire if water gets into the wiring as it will self-regulate.
Further, the landlord lives like a pig in a sty - his washing, dishes, DIY goods, childs toys, empty bottles, beer cans and other clutter litter the house everywhere - there is NO access to the communal areas ie dining table and lounge as these are filled with his junk. 

Issues have also included the kitchen tap breaking - as he was going away, he refused to fix it and for a week there was no running water in the kitchen - even for a few days after he was back - he would go to the garden and get water out the hose tap to fill the kettle!

When he has massive binge drinking sessions, he and his friends are out in the garden all night - weeing all over the paving, being sick in the kitchen sink - this too is not cleaned for days.

Other pleasant habits of his include having loud sex with his girlfiend with his door wide open, enjoying \""himself\"" - again with the door wide open to his room - its cringeworthy!

He has also had endless issues with the poor old lady next door - they share a chimney breast which was on the verge of collape. The poor old lady was so worried however my landlord REFUSED to pay his share of the costs and REFUSED to admit it needed to be replaced and had this poor lady stressing for months until he finally agreed to pay the costs he is obliged to.

The garden is a hazardous construction site - wood and nails and rubble debris everywhere.
I have tried raising the issue with him, and said that I am paying rent for a property and it needs to be clean and that he has basic legal responsibilities - he has said he does not, and that I rent a room and that its HIS HOUSE and he will do what he wants.

I am a female - he also regularly wanders around the house in his underwear or no clothes at all.

As for his bathroom habits - he leaves his shavings everywhere, has no idea how to clean mould off the walls, leaves globs of toothepaste spit in the sink, wees all over the floor when he is drunk, leaves his marks down the loo bowl - I have to spray with bleach and disinfect after he showers - its FILTHY!

A bonus point - despite the dangerous boiler and electrics - there are no working smoke alarms or carbon monoxide testers in the house. Landlord deems these unnecessary too. 

I honestly dont know of any living or dead creature that would or should live here.

Worst bit is he has a 6 year old daughter who visits and creates more mess - and who at the age of  is still sleeping in bed with dad. He is often very drunk or hungover and sleeps away on the sofa while she is left to her own devices - eventually the poor kid climbs on him and I find them there on the sofa the next day. Its very sad.",22-06-2017 11:55 AM,£475
129 Margaret Road Barnet,3,1,Mar 07 2017,Jan 2016 - Jan 2017,37 times,stuckrenting,4.4/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Stuckrenting,Tenant,"House has many issues, landlord only after making easy money not in sorting any issues out. House has no ventilation, not in bathroom nor kitchen so mould is a massive issue. Rising damp as well plus roof issues mean it\'s not healthy to live in. Carpets are old and stain easily, decor is also old and poor. Bathroom is dated and taps often seize and not work or leak.House next door is a home for adults with mental problems so often hear screaming, shouting etc",07-03-2017 06:42 AM,£1750
67 Ashburnham Road Richmond,0,0,Feb 14 2015,May 2014 - Aug 2015,26 times,mr-csaba-toth,7.0/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.5', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.5', 'Landlord/Agents': '0', 'Deposit refund': '1'}",,,,,£0
"Flat 2
198 St. James's Road
CROYDON
CR0 2BW
UNITED KINGDOM",1,1,Dec 07 2018,Mar 2016 - Nov 2018,82 times,dranfi,6.0/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.3', 'Safety': '1.5', 'Traffic': '', 'Energy Bills': '0.5', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Dranfi,Tenant,"DO NOT RENT!!!
The flat itself is nice, bright, looking smart living room/kitchen. I had leaks issues (which happens).
The big problem I had was the bathroom ceiling collapsed following a leak.
The landlord reaction was dreadful. First I didn\'t know if it would collapse even more so asked for temporary rehousing in an hotel which the landlord refused leaving me in an USAFE property. Only 5 days later a builder inspected the damages saying it was not going to collapsed any further.
It took a month to have the ceiling repaired by the insurance and the landlord refused to give me a discount for the inconvenience to have a broken ceiling.
The deposit : the landlord refuses to refund me £375 of my deposits saying it isn\'t clean enough (I spent an afternoon with a friend cleaning the whole flat) and he isn\'t providing any bills to justify these costs. I am about to start a dispute process obviously.
The flat is great, the location is great for commuting in central London but it\'s not worth dealing with the current landlord.",07-12-2018 11:25 AM,£950
14 Risdale Road Bristol,2,1,Oct 23 2017,Feb 2017 - Nov 2017,430 times,chris1,1.5/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '-2', 'Induction': '0', 'Parking': '0', 'Safety': '1.5', 'Traffic': '0', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '1'}",Chris1,Tenant,Very bad maintainace issues,23-10-2017 04:04 PM,£795
42 Petersham Road Richmond,2,1,Aug 30 2016,Dec 2015 - Aug 2016,24 times,pasquina-volzagmail-com,6.0/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '', 'Safety': '0', 'Traffic': '0', 'Energy Bills': '0.5', 'Landlord/Agents': '0.5', 'Deposit refund': '1'}",,,,,£1400
